match_id,season_year,round,match_date,league_id,home_club,away_club,home_goals,away_goals,ht_home_goals,ht_away_goals
6862,2021,114,2022-04-10,2,Levante,Barcelona,2,3,0,0
6863,2021,114,2022-04-10,2,Osasuna,Alaves,1,0,0,0
6864,2021,96,2022-04-10,3,Genoa,Lazio,1,4,0,2
6865,2021,96,2022-04-10,3,Napoli,Fiorentina,2,3,0,1
6866,2021,96,2022-04-10,3,Roma,Salernitana,2,1,0,1
6867,2021,96,2022-04-10,3,Sassuolo,Atalanta,2,1,1,0
6868,2021,96,2022-04-10,3,Torino,Milan,0,0,0,0
6869,2021,96,2022-04-10,3,Venezia,Udinese,1,2,0,1
6870,2021,86,2022-04-10,4,Bochum,Leverkusen,0,0,0,0
6871,2021,86,2022-04-10,4,Ein Frankfurt,Freiburg,1,2,0,1
6872,2021,86,2022-04-10,4,RB Leipzig,Hoffenheim,3,0,3,0
6873,2021,88,2022-04-10,5,Angers,Lille,1,1,0,0
6874,2021,88,2022-04-10,5,Bordeaux,Metz,3,1,0,1
6875,2021,88,2022-04-10,5,Brest,Nantes,1,1,0,1
6876,2021,88,2022-04-10,5,Lens,Nice,3,0,0,0
6877,2021,88,2022-04-10,5,Marseille,Montpellier,2,0,2,0
6878,2021,88,2022-04-10,5,Monaco,Troyes,2,1,1,1
6879,2021,88,2022-04-10,5,Strasbourg,Lyon,1,1,1,0
6880,2021,115,2022-04-11,2,Vallecano,Valencia,1,1,0,0
6881,2021,97,2022-04-11,3,Bologna,Sampdoria,2,0,0,0
6882,2021,116,2022-04-15,2,Sociedad,Betis,0,0,0,0
6883,2021,98,2022-04-15,3,Milan,Genoa,2,0,1,0
6884,2021,98,2022-04-15,3,Spezia,Inter,1,3,0,1
6885,2021,89,2022-04-15,5,Rennes,Monaco,2,3,1,1
6886,2021,102,2022-04-16,1,Man United,Norwich,3,2,2,1
6887,2021,102,2022-04-16,1,Southampton,Arsenal,1,0,1,0
6888,2021,102,2022-04-16,1,Tottenham,Brighton,0,1,0,0
6889,2021,102,2022-04-16,1,Watford,Brentford,1,2,0,1
6890,2021,117,2022-04-16,2,Alaves,Vallecano,1,0,0,0
6891,2021,117,2022-04-16,2,Elche,Mallorca,3,0,1,0
6892,2021,117,2022-04-16,2,Getafe,Villarreal,1,2,0,2
6893,2021,117,2022-04-16,2,Valencia,Osasuna,1,2,0,0
6894,2021,99,2022-04-16,3,Cagliari,Sassuolo,1,0,1,0
6895,2021,99,2022-04-16,3,Fiorentina,Venezia,1,0,1,0
6896,2021,99,2022-04-16,3,Juventus,Bologna,1,1,0,0
6897,2021,99,2022-04-16,3,Lazio,Torino,1,1,0,0
6898,2021,99,2022-04-16,3,Sampdoria,Salernitana,1,2,1,2
6899,2021,99,2022-04-16,3,Udinese,Empoli,4,1,1,0
6900,2021,87,2022-04-16,4,Augsburg,Hertha,0,1,0,0
6901,2021,87,2022-04-16,4,Dortmund,Wolfsburg,6,1,5,0
6902,2021,87,2022-04-16,4,Freiburg,Bochum,3,0,2,0
6903,2021,87,2022-04-16,4,M'gladbach,FC Koln,1,3,0,3
6904,2021,87,2022-04-16,4,Mainz,Stuttgart,0,0,0,0
6905,2021,90,2022-04-16,5,Lille,Lens,1,2,1,2
6906,2021,90,2022-04-16,5,St Etienne,Brest,2,1,2,1
6907,2021,103,2022-04-17,1,Newcastle,Leicester,2,1,1,1
6908,2021,103,2022-04-17,1,West Ham,Burnley,1,1,0,1
6909,2021,118,2022-04-17,2,Ath Bilbao,Celta,0,2,0,2
6910,2021,118,2022-04-17,2,Ath Madrid,Espanol,2,1,0,0
6911,2021,118,2022-04-17,2,Granada,Levante,1,4,0,1
6912,2021,118,2022-04-17,2,Sevilla,Real Madrid,2,3,2,0
6913,2021,88,2022-04-17,4,Bielefeld,Bayern Munich,0,3,0,2
6914,2021,88,2022-04-17,4,Hoffenheim,Greuther Furth,0,0,0,0
6915,2021,88,2022-04-17,4,Leverkusen,RB Leipzig,0,1,0,0
6916,2021,88,2022-04-17,4,Union Berlin,Ein Frankfurt,2,0,2,0
6917,2021,91,2022-04-17,5,Lyon,Bordeaux,6,1,3,0
6918,2021,91,2022-04-17,5,Metz,Clermont,1,1,1,1
6919,2021,91,2022-04-17,5,Montpellier,Reims,0,0,0,0
6920,2021,91,2022-04-17,5,Nantes,Angers,1,1,0,1
6921,2021,91,2022-04-17,5,Nice,Lorient,2,1,0,0
6922,2021,91,2022-04-17,5,Paris SG,Marseille,2,1,2,1
6923,2021,91,2022-04-17,5,Troyes,Strasbourg,1,1,0,0
6924,2021,119,2022-04-18,2,Barcelona,Cadiz,0,1,0,0
6925,2021,100,2022-04-18,3,Atalanta,Verona,1,2,0,1
6926,2021,100,2022-04-18,3,Napoli,Roma,1,1,1,0
6927,2021,104,2022-04-19,1,Liverpool,Man United,4,0,2,0
6928,2021,120,2022-04-19,2,Betis,Elche,0,1,0,0
6929,2021,120,2022-04-19,2,Mallorca,Alaves,2,1,2,0
6930,2021,120,2022-04-19,2,Villarreal,Valencia,2,0,2,0
6931,2021,105,2022-04-20,1,Chelsea,Arsenal,2,4,2,2
6932,2021,105,2022-04-20,1,Everton,Leicester,1,1,0,1
6933,2021,105,2022-04-20,1,Man City,Brighton,3,0,0,0
6934,2021,105,2022-04-20,1,Newcastle,Crystal Palace,1,0,1,0
6935,2021,121,2022-04-20,2,Ath Madrid,Granada,0,0,0,0
6936,2021,121,2022-04-20,2,Celta,Getafe,0,2,0,1
6937,2021,121,2022-04-20,2,Osasuna,Real Madrid,1,3,1,2
6938,2021,101,2022-04-20,3,Udinese,Salernitana,0,1,0,0
6939,2021,92,2022-04-20,5,Angers,Paris SG,0,3,0,2
6940,2021,92,2022-04-20,5,Bordeaux,St Etienne,2,2,2,1
6941,2021,92,2022-04-20,5,Brest,Lyon,2,1,1,0
6942,2021,92,2022-04-20,5,Lens,Montpellier,2,0,1,0
6943,2021,92,2022-04-20,5,Lorient,Metz,1,0,0,0
6944,2021,92,2022-04-20,5,Marseille,Nantes,3,2,1,2
6945,2021,92,2022-04-20,5,Monaco,Nice,1,0,1,0
6946,2021,92,2022-04-20,5,Reims,Lille,2,1,1,0
6947,2021,92,2022-04-20,5,Strasbourg,Rennes,2,1,1,0
6948,2021,92,2022-04-20,5,Troyes,Clermont,0,1,0,0
6949,2021,106,2022-04-21,1,Burnley,Southampton,2,0,2,0
6950,2021,122,2022-04-21,2,Cadiz,Ath Bilbao,2,3,0,3
6951,2021,122,2022-04-21,2,Espanol,Vallecano,0,1,0,1
6952,2021,122,2022-04-21,2,Levante,Sevilla,2,3,1,2
6953,2021,122,2022-04-21,2,Sociedad,Barcelona,0,1,0,1
6954,2021,89,2022-04-22,4,Wolfsburg,Mainz,5,0,5,0
6955,2021,107,2022-04-23,1,Arsenal,Man United,3,1,2,1
6956,2021,107,2022-04-23,1,Brentford,Tottenham,0,0,0,0
6957,2021,107,2022-04-23,1,Leicester,Aston Villa,0,0,0,0
6958,2021,107,2022-04-23,1,Man City,Watford,5,1,3,1
6959,2021,107,2022-04-23,1,Norwich,Newcastle,0,3,0,2
6960,2021,102,2022-04-23,3,Inter,Roma,3,1,2,0
6961,2021,102,2022-04-23,3,Torino,Spezia,2,1,1,0
6962,2021,102,2022-04-23,3,Venezia,Atalanta,1,3,0,1
6963,2021,102,2022-04-23,3,Verona,Sampdoria,1,1,0,1
6964,2021,90,2022-04-23,4,Bayern Munich,Dortmund,3,1,2,0
6965,2021,90,2022-04-23,4,Ein Frankfurt,Hoffenheim,2,2,1,1
6966,2021,90,2022-04-23,4,FC Koln,Bielefeld,3,1,2,1
6967,2021,90,2022-04-23,4,Freiburg,M'gladbach,3,3,0,2
6968,2021,90,2022-04-23,4,Greuther Furth,Leverkusen,1,4,1,2
6969,2021,90,2022-04-23,4,RB Leipzig,Union Berlin,1,2,0,0
6970,2021,93,2022-04-23,5,Lyon,Montpellier,5,2,2,2
6971,2021,93,2022-04-23,5,Paris SG,Lens,1,1,0,0
6972,2021,93,2022-04-23,5,St Etienne,Monaco,1,4,1,2
6973,2021,108,2022-04-24,1,Brighton,Southampton,2,2,2,1
6974,2021,108,2022-04-24,1,Burnley,Wolves,1,0,0,0
6975,2021,108,2022-04-24,1,Chelsea,West Ham,1,0,0,0
6976,2021,108,2022-04-24,1,Liverpool,Everton,2,0,0,0
6977,2021,123,2022-04-24,2,Barcelona,Vallecano,0,1,0,1
6978,2021,103,2022-04-24,3,Bologna,Udinese,2,2,1,1
6979,2021,103,2022-04-24,3,Empoli,Napoli,3,2,0,1
6980,2021,103,2022-04-24,3,Genoa,Cagliari,1,0,0,0
6981,2021,103,2022-04-24,3,Lazio,Milan,1,2,1,0
6982,2021,103,2022-04-24,3,Salernitana,Fiorentina,2,1,1,0
6983,2021,91,2022-04-24,4,Bochum,Augsburg,0,2,0,2
6984,2021,91,2022-04-24,4,Hertha,Stuttgart,2,0,1,0
6985,2021,94,2022-04-24,5,Clermont,Angers,2,2,0,2
6986,2021,94,2022-04-24,5,Lille,Strasbourg,1,0,0,0
6987,2021,94,2022-04-24,5,Metz,Brest,0,1,0,1
6988,2021,94,2022-04-24,5,Nantes,Bordeaux,5,3,0,2
6989,2021,94,2022-04-24,5,Nice,Troyes,1,0,0,0
6990,2021,94,2022-04-24,5,Reims,Marseille,0,1,0,0
6991,2021,94,2022-04-24,5,Rennes,Lorient,5,0,2,0
6992,2021,109,2022-04-25,1,Crystal Palace,Leeds,0,0,0,0
6993,2021,104,2022-04-25,3,Sassuolo,Juventus,1,2,1,1
6994,2021,105,2022-04-27,3,Atalanta,Torino,4,4,2,2
6995,2021,105,2022-04-27,3,Bologna,Inter,2,1,1,1
6996,2021,105,2022-04-27,3,Fiorentina,Udinese,0,4,0,2
6997,2021,110,2022-04-28,1,Man United,Chelsea,1,1,0,0
6998,2021,124,2022-04-29,2,Sevilla,Cadiz,1,1,1,0
6999,2021,92,2022-04-29,4,Union Berlin,Greuther Furth,1,1,0,1
7000,2021,95,2022-04-29,5,Strasbourg,Paris SG,3,3,1,1
7001,2021,111,2022-04-30,1,Aston Villa,Norwich,2,0,1,0
7002,2021,111,2022-04-30,1,Leeds,Man City,0,4,0,1
7003,2021,111,2022-04-30,1,Newcastle,Liverpool,0,1,0,1
7004,2021,111,2022-04-30,1,Southampton,Crystal Palace,1,2,1,0
7005,2021,111,2022-04-30,1,Watford,Burnley,1,2,1,0
7006,2021,111,2022-04-30,1,Wolves,Brighton,0,3,0,1
7007,2021,125,2022-04-30,2,Alaves,Villarreal,2,1,2,0
7008,2021,125,2022-04-30,2,Ath Bilbao,Ath Madrid,2,0,1,0
7009,2021,125,2022-04-30,2,Real Madrid,Espanol,4,0,2,0
7010,2021,125,2022-04-30,2,Valencia,Levante,1,1,1,0
7011,2021,106,2022-04-30,3,Cagliari,Verona,1,2,0,2
7012,2021,106,2022-04-30,3,Napoli,Sassuolo,6,1,4,0
7013,2021,106,2022-04-30,3,Sampdoria,Genoa,1,0,1,0
7014,2021,106,2022-04-30,3,Spezia,Lazio,3,4,2,1
7015,2021,93,2022-04-30,4,Augsburg,FC Koln,1,4,0,2
7016,2021,93,2022-04-30,4,Bielefeld,Hertha,1,1,0,0
7017,2021,93,2022-04-30,4,Dortmund,Bochum,3,4,2,2
7018,2021,93,2022-04-30,4,Hoffenheim,Freiburg,3,4,1,1
7019,2021,93,2022-04-30,4,Mainz,Bayern Munich,3,1,2,1
7020,2021,93,2022-04-30,4,Stuttgart,Wolfsburg,1,1,0,1
7021,2021,96,2022-04-30,5,Lens,Nantes,2,2,0,2
7022,2021,96,2022-04-30,5,Rennes,St Etienne,2,0,1,0
7023,2021,112,2022-05-01,1,Everton,Chelsea,1,0,0,0
7024,2021,112,2022-05-01,1,Tottenham,Leicester,3,1,1,0
7025,2021,112,2022-05-01,1,West Ham,Arsenal,1,2,1,1
7026,2021,126,2022-05-01,2,Barcelona,Mallorca,2,1,1,0
7027,2021,126,2022-05-01,2,Elche,Osasuna,1,1,0,0
7028,2021,126,2022-05-01,2,Granada,Celta,1,1,0,0
7029,2021,126,2022-05-01,2,Vallecano,Sociedad,1,1,0,1
7030,2021,107,2022-05-01,3,Empoli,Torino,1,3,0,0
7031,2021,107,2022-05-01,3,Juventus,Venezia,2,1,1,0
7032,2021,107,2022-05-01,3,Milan,Fiorentina,1,0,0,0
7033,2021,107,2022-05-01,3,Roma,Bologna,0,0,0,0
7034,2021,107,2022-05-01,3,Udinese,Inter,1,2,0,2
7035,2021,97,2022-05-01,5,Bordeaux,Nice,0,1,0,0
7036,2021,97,2022-05-01,5,Brest,Clermont,2,0,0,0
7037,2021,97,2022-05-01,5,Lorient,Reims,1,2,1,1
7038,2021,97,2022-05-01,5,Marseille,Lyon,0,3,0,0
7039,2021,97,2022-05-01,5,Monaco,Angers,2,0,1,0
7040,2021,97,2022-05-01,5,Montpellier,Metz,2,2,0,1
7041,2021,97,2022-05-01,5,Troyes,Lille,3,0,1,0
7042,2021,113,2022-05-02,1,Man United,Brentford,3,0,1,0
7043,2021,127,2022-05-02,2,Getafe,Betis,0,0,0,0
7044,2021,108,2022-05-02,3,Atalanta,Salernitana,1,1,0,1
7045,2021,94,2022-05-02,4,Leverkusen,Ein Frankfurt,2,0,1,0
7046,2021,94,2022-05-02,4,M'gladbach,RB Leipzig,3,1,2,1
7047,2021,109,2022-05-05,3,Salernitana,Venezia,2,1,1,0
7048,2021,128,2022-05-06,2,Levante,Sociedad,2,1,0,0
7049,2021,110,2022-05-06,3,Genoa,Juventus,2,1,0,0
7050,2021,110,2022-05-06,3,Inter,Empoli,4,2,2,2
7051,2021,95,2022-05-06,4,Bochum,Bielefeld,2,1,1,1
7052,2021,98,2022-05-06,5,Lille,Monaco,1,2,0,1
7053,2021,114,2022-05-07,1,Brentford,Southampton,3,0,2,0
7054,2021,114,2022-05-07,1,Brighton,Man United,4,0,1,0
7055,2021,114,2022-05-07,1,Burnley,Aston Villa,1,3,0,2
7056,2021,114,2022-05-07,1,Chelsea,Wolves,2,2,0,0
7057,2021,114,2022-05-07,1,Crystal Palace,Watford,1,0,1,0
7058,2021,114,2022-05-07,1,Liverpool,Tottenham,1,1,0,0
7059,2021,129,2022-05-07,2,Ath Bilbao,Valencia,0,0,0,0
7060,2021,129,2022-05-07,2,Betis,Barcelona,1,2,0,0
7061,2021,129,2022-05-07,2,Cadiz,Elche,3,0,0,0
7062,2021,129,2022-05-07,2,Celta,Alaves,4,0,2,0
7063,2021,129,2022-05-07,2,Mallorca,Granada,2,6,1,1
7064,2021,111,2022-05-07,3,Lazio,Sampdoria,2,0,1,0
7065,2021,111,2022-05-07,3,Sassuolo,Udinese,1,1,1,0
7066,2021,111,2022-05-07,3,Torino,Napoli,0,1,0,0
7067,2021,96,2022-05-07,4,FC Koln,Wolfsburg,0,1,0,1
7068,2021,96,2022-05-07,4,Freiburg,Union Berlin,1,4,0,3
7069,2021,96,2022-05-07,4,Greuther Furth,Dortmund,1,3,0,1
7070,2021,96,2022-05-07,4,Hertha,Mainz,1,2,1,1
7071,2021,96,2022-05-07,4,Hoffenheim,Leverkusen,2,4,2,1
7072,2021,99,2022-05-07,5,Brest,Strasbourg,0,1,0,0
7073,2021,115,2022-05-08,1,Arsenal,Leeds,2,1,2,0
7074,2021,115,2022-05-08,1,Leicester,Everton,1,2,1,2
7075,2021,115,2022-05-08,1,Man City,Newcastle,5,0,2,0
7076,2021,115,2022-05-08,1,Norwich,West Ham,0,4,0,3
7077,2021,130,2022-05-08,2,Ath Madrid,Real Madrid,1,0,1,0
7078,2021,130,2022-05-08,2,Espanol,Osasuna,1,1,0,1
7079,2021,130,2022-05-08,2,Getafe,Vallecano,0,0,0,0
7080,2021,130,2022-05-08,2,Villarreal,Sevilla,1,1,0,0
7081,2021,112,2022-05-08,3,Salernitana,Cagliari,1,1,0,0
7082,2021,112,2022-05-08,3,Spezia,Atalanta,1,3,1,1
7083,2021,112,2022-05-08,3,Venezia,Bologna,4,3,2,1
7084,2021,112,2022-05-08,3,Verona,Milan,1,3,1,1
7085,2021,97,2022-05-08,4,Bayern Munich,Stuttgart,2,2,2,1
7086,2021,97,2022-05-08,4,Ein Frankfurt,M'gladbach,1,1,0,1
7087,2021,97,2022-05-08,4,RB Leipzig,Augsburg,4,0,1,0
7088,2021,100,2022-05-08,5,Angers,Bordeaux,4,1,2,0
7089,2021,100,2022-05-08,5,Clermont,Montpellier,2,1,1,1
7090,2021,100,2022-05-08,5,Lorient,Marseille,0,3,0,1
7091,2021,100,2022-05-08,5,Metz,Lyon,3,2,2,1
7092,2021,100,2022-05-08,5,Paris SG,Troyes,2,2,2,1
7093,2021,100,2022-05-08,5,Reims,Lens,1,2,1,0
7094,2021,113,2022-05-09,3,Fiorentina,Roma,2,0,2,0
7095,2021,116,2022-05-10,1,Aston Villa,Liverpool,1,2,1,1
7096,2021,131,2022-05-10,2,Barcelona,Celta,3,1,2,0
7097,2021,131,2022-05-10,2,Granada,Ath Bilbao,1,0,1,0
7098,2021,131,2022-05-10,2,Valencia,Betis,0,3,0,0
7099,2021,117,2022-05-11,1,Leeds,Chelsea,0,3,0,1
7100,2021,117,2022-05-11,1,Leicester,Norwich,3,0,0,0
7101,2021,117,2022-05-11,1,Watford,Everton,0,0,0,0
7102,2021,117,2022-05-11,1,Wolves,Man City,1,5,1,3
7103,2021,132,2022-05-11,2,Alaves,Espanol,2,1,1,1
7104,2021,132,2022-05-11,2,Elche,Ath Madrid,0,2,0,1
7105,2021,132,2022-05-11,2,Osasuna,Getafe,1,1,1,1
7106,2021,132,2022-05-11,2,Sevilla,Mallorca,0,0,0,0
7107,2021,101,2022-05-11,5,Nantes,Rennes,2,1,1,1
7108,2021,101,2022-05-11,5,Nice,St Etienne,4,2,0,2
7109,2021,118,2022-05-12,1,Tottenham,Arsenal,3,0,2,0
7110,2021,133,2022-05-12,2,Real Madrid,Levante,6,0,4,0
7111,2021,133,2022-05-12,2,Sociedad,Cadiz,3,0,1,0
7112,2021,133,2022-05-12,2,Vallecano,Villarreal,1,5,1,4
7113,2021,134,2022-05-14,2,Espanol,Valencia,1,1,1,1
7114,2021,114,2022-05-14,3,Empoli,Salernitana,1,1,1,0
7115,2021,114,2022-05-14,3,Roma,Venezia,1,1,0,1
7116,2021,114,2022-05-14,3,Udinese,Spezia,2,3,1,2
7117,2021,114,2022-05-14,3,Verona,Torino,0,1,0,1
7118,2021,98,2022-05-14,4,Augsburg,Greuther Furth,2,1,1,1
7119,2021,98,2022-05-14,4,Bielefeld,RB Leipzig,1,1,0,0
7120,2021,98,2022-05-14,4,Dortmund,Hertha,2,1,0,1
7121,2021,98,2022-05-14,4,Leverkusen,Freiburg,2,1,0,0
7122,2021,98,2022-05-14,4,M'gladbach,Hoffenheim,5,1,3,1
7123,2021,98,2022-05-14,4,Mainz,Ein Frankfurt,2,2,1,2
7124,2021,98,2022-05-14,4,Stuttgart,FC Koln,2,1,1,0
7125,2021,98,2022-05-14,4,Union Berlin,Bochum,3,2,2,0
7126,2021,98,2022-05-14,4,Wolfsburg,Bayern Munich,2,2,1,2
7127,2021,102,2022-05-14,5,Bordeaux,Lorient,0,0,0,0
7128,2021,102,2022-05-14,5,Lyon,Nantes,3,2,1,0
7129,2021,102,2022-05-14,5,Metz,Angers,1,0,0,0
7130,2021,102,2022-05-14,5,Monaco,Brest,4,2,1,2
7131,2021,102,2022-05-14,5,Montpellier,Paris SG,0,4,0,3
7132,2021,102,2022-05-14,5,Nice,Lille,1,3,1,0
7133,2021,102,2022-05-14,5,Rennes,Marseille,2,0,2,0
7134,2021,102,2022-05-14,5,St Etienne,Reims,1,2,1,1
7135,2021,102,2022-05-14,5,Strasbourg,Clermont,1,0,1,0
7136,2021,102,2022-05-14,5,Troyes,Lens,1,3,1,2
7137,2021,119,2022-05-15,1,Aston Villa,Crystal Palace,1,1,0,0
7138,2021,119,2022-05-15,1,Everton,Brentford,2,3,2,1
7139,2021,119,2022-05-15,1,Leeds,Brighton,1,1,0,1
7140,2021,119,2022-05-15,1,Tottenham,Burnley,1,0,1,0
7141,2021,119,2022-05-15,1,Watford,Leicester,1,5,1,2
7142,2021,119,2022-05-15,1,West Ham,Man City,2,2,2,0
7143,2021,119,2022-05-15,1,Wolves,Norwich,1,1,0,1
7144,2021,135,2022-05-15,2,Ath Bilbao,Osasuna,2,0,1,0
7145,2021,135,2022-05-15,2,Ath Madrid,Sevilla,1,1,1,0
7146,2021,135,2022-05-15,2,Betis,Granada,2,0,1,0
7147,2021,135,2022-05-15,2,Cadiz,Real Madrid,1,1,1,1
7148,2021,135,2022-05-15,2,Celta,Elche,1,0,1,0
7149,2021,135,2022-05-15,2,Getafe,Barcelona,0,0,0,0
7150,2021,135,2022-05-15,2,Levante,Alaves,3,1,0,1
7151,2021,135,2022-05-15,2,Mallorca,Vallecano,2,1,1,0
7152,2021,135,2022-05-15,2,Villarreal,Sociedad,1,2,1,0
7153,2021,115,2022-05-15,3,Bologna,Sassuolo,1,3,0,1
7154,2021,115,2022-05-15,3,Cagliari,Inter,1,3,0,1
7155,2021,115,2022-05-15,3,Milan,Atalanta,2,0,0,0
7156,2021,115,2022-05-15,3,Napoli,Genoa,3,0,1,0
7157,2021,120,2022-05-16,1,Newcastle,Arsenal,2,0,0,0
7158,2021,116,2022-05-16,3,Juventus,Lazio,2,2,2,0
7159,2021,116,2022-05-16,3,Sampdoria,Fiorentina,4,1,2,0
7160,2021,121,2022-05-17,1,Southampton,Liverpool,1,2,1,1
7161,2021,122,2022-05-19,1,Aston Villa,Burnley,1,1,0,1
7162,2021,122,2022-05-19,1,Chelsea,Leicester,1,1,1,1
7163,2021,122,2022-05-19,1,Everton,Crystal Palace,3,2,0,2
7164,2021,136,2022-05-20,2,Real Madrid,Betis,0,0,0,0
7165,2021,136,2022-05-20,2,Vallecano,Levante,2,4,1,3
7166,2021,117,2022-05-20,3,Torino,Roma,0,3,0,2
7167,2021,137,2022-05-21,2,Valencia,Celta,2,0,1,0
7168,2021,118,2022-05-21,3,Atalanta,Empoli,0,1,0,0
7169,2021,118,2022-05-21,3,Fiorentina,Juventus,2,0,1,0
7170,2021,118,2022-05-21,3,Genoa,Bologna,0,1,0,0
7171,2021,118,2022-05-21,3,Lazio,Verona,3,3,2,2
7172,2021,103,2022-05-21,5,Angers,Montpellier,2,0,1,0
7173,2021,103,2022-05-21,5,Brest,Bordeaux,2,4,2,2
7174,2021,103,2022-05-21,5,Clermont,Lyon,1,2,0,1
7175,2021,103,2022-05-21,5,Lens,Monaco,2,2,1,1
7176,2021,103,2022-05-21,5,Lille,Rennes,2,2,1,1
7177,2021,103,2022-05-21,5,Lorient,Troyes,1,1,0,1
7178,2021,103,2022-05-21,5,Marseille,Strasbourg,4,0,1,0
7179,2021,103,2022-05-21,5,Nantes,St Etienne,1,1,1,0
7180,2021,103,2022-05-21,5,Paris SG,Metz,5,0,3,0
7181,2021,103,2022-05-21,5,Reims,Nice,2,3,2,0
7182,2021,123,2022-05-22,1,Arsenal,Everton,5,1,2,1
7183,2021,123,2022-05-22,1,Brentford,Leeds,1,2,0,0
7184,2021,123,2022-05-22,1,Brighton,West Ham,3,1,0,1
7185,2021,123,2022-05-22,1,Burnley,Newcastle,1,2,0,1
7186,2021,123,2022-05-22,1,Chelsea,Watford,2,1,1,0
7187,2021,123,2022-05-22,1,Crystal Palace,Man United,1,0,1,0
7188,2021,123,2022-05-22,1,Leicester,Southampton,4,1,0,0
7189,2021,123,2022-05-22,1,Liverpool,Wolves,3,1,1,1
7190,2021,123,2022-05-22,1,Man City,Aston Villa,3,2,0,1
7191,2021,123,2022-05-22,1,Norwich,Tottenham,0,5,0,2
7192,2021,138,2022-05-22,2,Alaves,Cadiz,0,1,0,0
7193,2021,138,2022-05-22,2,Barcelona,Villarreal,0,2,0,1
7194,2021,138,2022-05-22,2,Elche,Getafe,3,1,1,1
7195,2021,138,2022-05-22,2,Granada,Espanol,0,0,0,0
7196,2021,138,2022-05-22,2,Osasuna,Mallorca,0,2,0,0
7197,2021,138,2022-05-22,2,Sevilla,Ath Bilbao,1,0,0,0
7198,2021,138,2022-05-22,2,Sociedad,Ath Madrid,1,2,0,0
7199,2021,119,2022-05-22,3,Inter,Sampdoria,3,0,0,0
7200,2021,119,2022-05-22,3,Salernitana,Udinese,0,4,0,3
7201,2021,119,2022-05-22,3,Sassuolo,Milan,0,3,0,3
7202,2021,119,2022-05-22,3,Spezia,Napoli,0,3,0,3
7203,2021,119,2022-05-22,3,Venezia,Cagliari,0,0,0,0
7204,2022,1,2022-08-05,1,Crystal Palace,Arsenal,0,2,0,1
7205,2022,1,2022-08-05,4,Ein Frankfurt,Bayern Munich,1,6,0,5
7206,2022,1,2022-08-05,5,Lyon,Ajaccio,2,1,2,1
7207,2022,2,2022-08-06,1,Bournemouth,Aston Villa,2,0,1,0
7208,2022,2,2022-08-06,1,Everton,Chelsea,0,1,0,1
7209,2022,2,2022-08-06,1,Fulham,Liverpool,2,2,1,0
7210,2022,2,2022-08-06,1,Leeds,Wolves,2,1,1,1
7211,2022,2,2022-08-06,1,Newcastle,Nott'm Forest,2,0,0,0
7212,2022,2,2022-08-06,1,Tottenham,Southampton,4,1,2,1
7213,2022,2,2022-08-06,4,Augsburg,Freiburg,0,4,0,0
7214,2022,2,2022-08-06,4,Bochum,Mainz,1,2,1,1
7215,2022,2,2022-08-06,4,Dortmund,Leverkusen,1,0,1,0
7216,2022,2,2022-08-06,4,M'gladbach,Hoffenheim,3,1,1,1
7217,2022,2,2022-08-06,4,Union Berlin,Hertha,3,1,1,0
7218,2022,2,2022-08-06,4,Wolfsburg,Werder Bremen,2,2,1,2
7219,2022,2,2022-08-06,5,Clermont,Paris SG,0,5,0,3
7220,2022,2,2022-08-06,5,Strasbourg,Monaco,1,2,0,1
7221,2022,3,2022-08-07,1,Leicester,Brentford,2,2,1,0
7222,2022,3,2022-08-07,1,Man United,Brighton,1,2,0,2
7223,2022,3,2022-08-07,1,West Ham,Man City,0,2,0,1
7224,2022,3,2022-08-07,4,FC Koln,Schalke 04,3,1,0,0
7225,2022,3,2022-08-07,4,Stuttgart,RB Leipzig,1,1,1,1
7226,2022,3,2022-08-07,5,Angers,Nantes,0,0,0,0
7227,2022,3,2022-08-07,5,Lens,Brest,3,2,1,0
7228,2022,3,2022-08-07,5,Lille,Auxerre,4,1,3,0
7229,2022,3,2022-08-07,5,Marseille,Reims,4,1,2,0
7230,2022,3,2022-08-07,5,Montpellier,Troyes,3,2,2,2
7231,2022,3,2022-08-07,5,Rennes,Lorient,0,1,0,0
7232,2022,3,2022-08-07,5,Toulouse,Nice,1,1,1,0
7233,2022,1,2022-08-12,2,Osasuna,Sevilla,2,1,1,1
7234,2022,4,2022-08-12,4,Freiburg,Dortmund,1,3,1,0
7235,2022,4,2022-08-12,5,Nantes,Lille,1,1,1,0
7236,2022,4,2022-08-13,1,Arsenal,Leicester,4,2,2,0
7237,2022,4,2022-08-13,1,Aston Villa,Everton,2,1,1,0
7238,2022,4,2022-08-13,1,Brentford,Man United,4,0,4,0
7239,2022,4,2022-08-13,1,Brighton,Newcastle,0,0,0,0
7240,2022,4,2022-08-13,1,Man City,Bournemouth,4,0,3,0
7241,2022,4,2022-08-13,1,Southampton,Leeds,2,2,0,0
7242,2022,4,2022-08-13,1,Wolves,Fulham,0,0,0,0
7243,2022,2,2022-08-13,2,Barcelona,Vallecano,0,0,0,0
7244,2022,2,2022-08-13,2,Celta,Espanol,2,2,1,0
7245,2022,2,2022-08-13,2,Valladolid,Villarreal,0,3,0,0
7246,2022,1,2022-08-13,3,Lecce,Inter,1,2,0,1
7247,2022,1,2022-08-13,3,Milan,Udinese,4,2,2,2
7248,2022,1,2022-08-13,3,Monza,Torino,1,2,0,1
